       1.0002030	       1.0002686	       1.0003483	       1.0004428	       1.0005518	       1.0006739	       1.0008068	       1.0009468	       1.0010891	       1.0012279	       1.0013571	       1.0014701	       1.0015610	       1.0016247	       1.0016575	       1.0016575	       1.0016247	       1.0015610	       1.0014701	       1.0013572	       1.0012282	       1.0010898	       1.0009490	       1.0008124	       1.0006874	       1.0005819	       1.0005047	       1.0004656	       1.0004740	       1.0005349	       1.0006456	       1.0007911	       1.0009446	       1.0010716	       1.0011392	       1.0011269	       1.0010337	       1.0008774	       1.0006886	       1.0004993	       1.0003344	       1.0002069	       1.0001182	       1.0000624	       1.0000304	       1.0000137	       1.0000057	       1.0000022	       1.0000008	       1.0000003	
       1.0003625	       1.0004797	       1.0006221	       1.0007908	       1.0009854	       1.0012036	       1.0014410	       1.0016910	       1.0019452	       1.0021932	       1.0024238	       1.0026257	       1.0027880	       1.0029018	       1.0029604	       1.0029604	       1.0029018	       1.0027881	       1.0026257	       1.0024240	       1.0021939	       1.0019475	       1.0016976	       1.0014582	       1.0012451	       1.0010777	       1.0009804	       1.0009817	       1.0011092	       1.0013799	       1.0017863	       1.0022851	       1.0027958	       1.0032148	       1.0034439	       1.0034221	       1.0031472	       1.0026758	       1.0021019	       1.0015250	       1.0010218	       1.0006322	       1.0003611	       1.0001905	       1.0000928	       1.0000417	       1.0000173	       1.0000067	       1.0000024	       1.0000008	
       1.0006347	       1.0008397	       1.0010891	       1.0013845	       1.0017252	       1.0021072	       1.0025227	       1.0029604	       1.0034053	       1.0038395	       1.0042433	       1.0045967	       1.0048810	       1.0050801	       1.0051828	       1.0051828	       1.0050802	       1.0048810	       1.0045969	       1.0042439	       1.0038416	       1.0034119	       1.0029791	       1.0025714	       1.0022245	       1.0019863	       1.0019209	       1.0021064	       1.0026208	       1.0035129	       1.0047641	       1.0062546	       1.0077602	       1.0089911	       1.0096722	       1.0096339	       1.0088726	       1.0075501	       1.0059340	       1.0043067	       1.0028861	       1.0017857	       1.0010200	       1.0005380	       1.0002620	       1.0001178	       1.0000489	       1.0000188	       1.0000067	       1.0000022	
       1.0010891	       1.0014410	       1.0018689	       1.0023758	       1.0029604	       1.0036159	       1.0043290	       1.0050801	       1.0058436	       1.0065886	       1.0072815	       1.0078880	       1.0083757	       1.0087176	       1.0088937	       1.0088937	       1.0087176	       1.0083759	       1.0078885	       1.0072832	       1.0065942	       1.0058608	       1.0051288	       1.0044561	       1.0039223	       1.0036424	       1.0037768	       1.0045259	       1.0060925	       1.0086063	       1.0120212	       1.0160294	       1.0200496	       1.0233300	       1.0251569	       1.0250913	       1.0231267	       1.0196891	       1.0154792	       1.0112364	       1.0075306	       1.0046595	       1.0026616	       1.0014037	       1.0006834	       1.0003072	       1.0001275	       1.0000489	       1.0000173	       1.0000057	
       1.0018319	       1.0024238	       1.0031435	       1.0039962	       1.0049796	       1.0060820	       1.0072815	       1.0085449	       1.0098290	       1.0110822	       1.0122477	       1.0132678	       1.0140882	       1.0146632	       1.0149594	       1.0149594	       1.0146633	       1.0140885	       1.0132689	       1.0122518	       1.0110957	       1.0098705	       1.0086623	       1.0075879	       1.0068208	       1.0066237	       1.0073739	       1.0095492	       1.0136381	       1.0199551	       1.0283937	       1.0382184	       1.0480337	       1.0560343	       1.0605058	       1.0603955	       1.0556924	       1.0474272	       1.0372928	       1.0270737	       1.0181457	       1.0112277	       1.0064135	       1.0033821	       1.0016466	       1.0007401	       1.0003072	       1.0001177	       1.0000417	       1.0000136	
       1.0030203	       1.0039962	       1.0051828	       1.0065886	       1.0082099	       1.0100276	       1.0120052	       1.0140882	       1.0162053	       1.0182715	       1.0201931	       1.0218749	       1.0232276	       1.0241755	       1.0246639	       1.0246639	       1.0241757	       1.0232282	       1.0218774	       1.0202022	       1.0183016	       1.0162976	       1.0143494	       1.0126872	       1.0116717	       1.0118689	       1.0141058	       1.0194390	       1.0289542	       1.0433542	       1.0624086	       1.0844881	       1.1064964	       1.1244244	       1.1344651	       1.1342832	       1.1238606	       1.1054965	       1.0829622	       1.0602323	       1.0403710	       1.0249800	       1.0142691	       1.0075245	       1.0036631	       1.0016464	       1.0006832	       1.0002618	       1.0000926	       1.0000303	
       1.0048810	       1.0064581	       1.0083757	       1.0106477	       1.0132678	       1.0162053	       1.0194013	       1.0227676	       1.0261890	       1.0295280	       1.0326335	       1.0353515	       1.0375375	       1.0390694	       1.0398587	       1.0398588	       1.0390697	       1.0375388	       1.0353567	       1.0326522	       1.0295899	       1.0263786	       1.0233041	       1.0208023	       1.0195830	       1.0207850	       1.0260912	       1.0376642	       1.0577326	       1.0877443	       1.1272335	       1.1728630	       1.2182829	       1.2552680	       1.2760078	       1.2757138	       1.2543569	       1.2166669	       1.1703969	       1.1237164	       1.0829233	       1.0513101	       1.0293092	       1.0154554	       1.0075238	       1.0033813	       1.0014030	       1.0005375	       1.0001901	       1.0000621	
       1.0077318	       1.0102302	       1.0132678	       1.0168667	       1.0210172	       1.0256704	       1.0307331	       1.0360656	       1.0414854	       1.0467746	       1.0516939	       1.0559994	       1.0594622	       1.0618889	       1.0631391	       1.0631392	       1.0618895	       1.0594647	       1.0560092	       1.0517293	       1.0468919	       1.0418449	       1.0370830	       1.0333901	       1.0320762	       1.0352734	       1.0461551	       1.0688128	       1.1074712	       1.1648806	       1.2401663	       1.3270110	       1.4133854	       1.4837036	       1.5231649	       1.5226992	       1.4822603	       1.4108256	       1.3231047	       1.2345950	       1.1572437	       1.0972975	       1.0555779	       1.0293072	       1.0142667	       1.0064115	       1.0026601	       1.0010190	       1.0003604	       1.0001178	
       1.0120052	       1.0158844	       1.0206010	       1.0261890	       1.0326335	       1.0398587	       1.0477195	       1.0559994	       1.0644146	       1.0726273	       1.0802655	       1.0869506	       1.0923273	       1.0960953	       1.0980366	       1.0980368	       1.0960963	       1.0923318	       1.0869678	       1.0803274	       1.0728327	       1.0650441	       1.0577804	       1.0523710	       1.0510730	       1.0575915	       1.0774635	       1.1178421	       1.1861217	       1.2871213	       1.4193187	       1.5716658	       1.7231165	       1.8463978	       1.9156108	       1.9148877	       1.8441567	       1.7191418	       1.5656004	       1.4106680	       1.2752635	       1.1703249	       1.0972921	       1.0513037	       1.0249743	       1.0112233	       1.0046563	       1.0017836	       1.0006308	       1.0002061	
       1.0182715	       1.0241755	       1.0313540	       1.0398587	       1.0496670	       1.0606634	       1.0726273	       1.0852289	       1.0980366	       1.1105359	       1.1221611	       1.1323355	       1.1405187	       1.1462534	       1.1492079	       1.1492082	       1.1462550	       1.1405258	       1.1323633	       1.1222610	       1.1108678	       1.0990539	       1.0881072	       1.0801445	       1.0787866	       1.0900009	       1.1227221	       1.1885028	       1.2992916	       1.4628795	       1.6768132	       1.9232467	       2.1681774	       2.3675399	       2.4794887	       2.4783883	       2.3641291	       2.1621282	       1.9140153	       1.6636472	       1.4448324	       1.2752495	       1.1572265	       1.0829078	       1.0403588	       1.0181368	       1.0075245	       1.0028822	       1.0010193	       1.0003330	
