       0.0000000	      33.1736198	       0.0000000	       0.1663723	       0.7934543	       0.5854490
       0.0000000	      36.5306558	       0.0000000	       0.6838417	       0.7063194	      -0.1829572
       0.0000000	      82.9950865	       0.0000000	       0.2515916	       0.9655862	       0.0659161
       0.0000000	      84.6858119	       0.0000000	       0.6021931	       0.7729218	      -0.1998883
       0.0000000	      78.7987915	       0.0000000	       0.2079744	       0.9589813	      -0.1926176
       0.0000000	      98.4618671	       0.0000000	       0.3382360	       0.6061712	       0.7198283
       0.0000000	      27.6619770	       0.0000000	       0.2192575	       0.6039368	      -0.7662810
       0.0000000	      81.4386425	       0.0000000	       0.1618375	       0.8823302	      -0.4419299
       0.0000000	      97.8667562	       0.0000000	       0.4908313	       0.8369926	      -0.2419256
       0.0000000	      30.8786279	       0.0000000	       0.4175681	       0.7146974	       0.5611101
       0.0000000	      29.6853542	       0.0000000	       0.7064268	       0.4130924	      -0.5747311
       0.0000000	       9.2410047	       0.0000000	       0.3798704	       0.4711307	      -0.7960743
       0.0000000	       6.7903684	       0.0000000	       0.5099482	       0.8572430	      -0.0713253
       0.0000000	      63.8782922	       0.0000000	       0.4308565	       0.2635467	       0.8630792
       0.0000000	      47.8682821	       0.0000000	       0.2402326	       0.9640595	      -0.1134793
       0.0000000	       9.5767083	       0.0000000	       0.2122186	       0.9649529	      -0.1543671
       0.0000000	      48.6556597	       0.0000000	       0.2277364	       0.9268869	      -0.2983568
       0.0000000	      84.8719749	       0.0000000	       0.3097604	       0.8353296	      -0.4541728
       0.0000000	       4.7029023	       0.0000000	       0.7017283	       0.1108243	      -0.7037722
       0.0000000	      87.6918851	       0.0000000	       0.2092367	       0.9355834	       0.2844356
       0.0000000	      87.6277963	       0.0000000	       0.6176435	       0.4825579	      -0.6210108
       0.0000000	      51.7410810	       0.0000000	       0.3546255	       0.9313403	      -0.0827402
       0.0000000	      44.5875423	       0.0000000	       0.9638821	      -0.0556456	       0.2604513
       0.0000000	       3.9490951	       0.0000000	       0.7258658	       0.6844066	      -0.0686042
       0.0000000	      55.1499985	       0.0000000	       0.8337685	       0.4850663	      -0.2637061
       0.0000000	       8.4810938	       0.0000000	       0.8567748	       0.4665564	      -0.2196862
       0.0000000	      23.4260079	       0.0000000	       0.2714968	       0.9577826	       0.0945620
       0.0000000	      16.1656545	       0.0000000	       0.6876299	       0.6813046	       0.2509765
       0.0000000	      19.7332682	       0.0000000	       0.5921428	       0.7603536	      -0.2668883
       0.0000000	      62.7826777	       0.0000000	       0.4269704	       0.8018537	      -0.4180034
       0.0000000	      26.6151921	       0.0000000	       0.1600377	       0.9871096	       0.0016112
       0.0000000	      57.2618793	       0.0000000	       0.2602774	       0.6695660	       0.6956559
       0.0000000	       2.3010956	       0.0000000	       0.3627298	       0.9305968	      -0.0491596
       0.0000000	      34.8918119	       0.0000000	       0.2269372	       0.9051975	       0.3593284
       0.0000000	      62.1814631	       0.0000000	       0.1259253	       0.7123458	       0.6904392
       0.0000000	      82.6685385	       0.0000000	       0.1025311	       0.5707523	       0.8146958
       0.0000000	       8.8717307	       0.0000000	       0.2135086	       0.8692665	      -0.4458585
       0.0000000	      37.1501816	       0.0000000	       0.7851585	       0.5249431	      -0.3285739
       0.0000000	      25.9987182	       0.0000000	       0.0936091	       0.3849231	       0.9181893
       0.0000000	      71.8405713	       0.0000000	       0.1210138	       0.5915750	       0.7971165
       0.0000000	       2.5238807	       0.0000000	       0.4214222	       0.9067754	       0.0127141
       0.0000000	      93.5453352	       0.0000000	       0.6698751	       0.7227844	       0.1698532
       0.0000000	      85.9767449	       0.0000000	       0.1265580	       0.9692104	       0.2112210
       0.0000000	      18.2164983	       0.0000000	       0.7424191	       0.3298953	      -0.5830805
       0.0000000	      86.4986114	       0.0000000	       0.4957325	       0.8675774	       0.0394826
       0.0000000	      58.7023530	       0.0000000	       0.4036782	       0.8494362	      -0.3398559
       0.0000000	      82.0215461	       0.0000000	       0.2283137	       0.2159609	      -0.9493333
       0.0000000	      92.0743431	       0.0000000	       0.3609118	       0.8700018	       0.3359160
       0.0000000	      20.2856532	       0.0000000	       0.6609425	       0.5877483	       0.4665908
       0.0000000	      45.6648457	       0.0000000	       0.7651416	       0.6424616	      -0.0424432
       0.0000000	      88.7417219	       0.0000000	       0.4265381	       0.8930121	       0.1435084
       0.0000000	      10.5441450	       0.0000000	       0.7651681	       0.6303109	      -0.1312480
       0.0000000	      40.6231880	       0.0000000	       0.2586570	       0.8925181	      -0.3694700
       0.0000000	      21.8115787	       0.0000000	       0.9736136	       0.1724078	      -0.1495065
       0.0000000	      37.6873074	       0.0000000	       0.0716305	       0.7700504	      -0.6339491
       0.0000000	      99.3194372	       0.0000000	       0.6999090	       0.7142036	      -0.0063800
       0.0000000	       9.2287973	       0.0000000	       0.4647299	       0.8364933	      -0.2903535
       0.0000000	      82.3419904	       0.0000000	       0.5663980	       0.8135028	      -0.1319335
       0.0000000	      46.0585345	       0.0000000	       0.5263094	       0.5801112	       0.6216667
       0.0000000	      80.2484207	       0.0000000	       0.8937956	       0.4425167	      -0.0728581
       0.0000000	      59.1784417	       0.0000000	       0.8865065	       0.4627140	       0.0013807
       0.0000000	      60.6555376	       0.0000000	       0.7866350	       0.5345008	       0.3090538
       0.0000000	      48.7166967	       0.0000000	       0.3990749	       0.8967007	      -0.1914864
       0.0000000	      69.3411054	       0.0000000	       0.4259923	       0.8825413	       0.1991265
       0.0000000	      61.7816706	       0.0000000	       0.0645472	       0.6866624	       0.7241052
       0.0000000	      85.0428785	       0.0000000	       0.5245437	       0.8472524	       0.0837692
       0.0000000	      80.4040651	       0.0000000	       0.8223694	       0.4309885	       0.3714264
       0.0000000	      19.4738609	       0.0000000	       0.7347229	       0.4668820	      -0.4921417
       0.0000000	      85.8607746	       0.0000000	       0.1746042	       0.7759185	      -0.6061879
       0.0000000	      41.0138249	       0.0000000	       0.2006164	       0.7086260	       0.6764631
       0.0000000	       5.0172430	       0.0000000	       0.2851855	       0.8724923	      -0.3967699
       0.0000000	      92.2116764	       0.0000000	       0.4742641	       0.8750951	       0.0963435
       0.0000000	      71.2576678	       0.0000000	       0.1758488	       0.9509005	       0.2546870
       0.0000000	      48.6861782	       0.0000000	       0.4273385	       0.4386592	      -0.7905441
       0.0000000	      38.8592181	       0.0000000	       0.5103368	       0.7575859	      -0.4069643
       0.0000000	      93.0875576	       0.0000000	       0.4358523	       0.2886497	      -0.8524753
       0.0000000	      88.5036775	       0.0000000	       0.1771549	       0.9626989	      -0.2045163
       0.0000000	      14.5695364	       0.0000000	       0.8655004	       0.2823510	      -0.4137475
       0.0000000	      64.6717734	       0.0000000	       0.0686420	       0.7184393	      -0.6921945
       0.0000000	      54.7502060	       0.0000000	       0.4235627	       0.9037475	       0.0619287
       0.0000000	       6.4699240	       0.0000000	       0.6931348	       0.6789056	       0.2421804
       0.0000000	      67.1712394	       0.0000000	       0.0649178	       0.3252427	       0.9433996
       0.0000000	      83.3796197	       0.0000000	       0.2612271	       0.9648877	       0.0274257
       0.0000000	       2.3346660	       0.0000000	       0.3603878	       0.7229392	       0.5894739
       0.0000000	      39.9334696	       0.0000000	       0.1006759	       0.4396378	       0.8925150
       0.0000000	      35.7097079	       0.0000000	       0.8805756	       0.2582877	       0.3973338
       0.0000000	       0.4211554	       0.0000000	       0.4018258	       0.8582186	       0.3193694
       0.0000000	      85.4365673	       0.0000000	       0.2463442	       0.8495460	      -0.4664612
       0.0000000	      98.8555559	       0.0000000	       0.6739204	       0.6915896	       0.2598753
       0.0000000	      81.4325388	       0.0000000	       0.9884973	       0.0540303	      -0.1412580
       0.0000000	      93.4995575	       0.0000000	       0.6496431	       0.5540894	       0.5205274
       0.0000000	      11.0354930	       0.0000000	       0.0864677	       0.1763834	      -0.9805163
       0.0000000	      11.3345744	       0.0000000	       0.7030536	       0.2405033	      -0.6692338
