       2.0000000	       1.7320508
       1.7500000	       3.8971143
       2.0000000	       6.0621778
       2.0000000	       7.7942286
       1.7500000	       9.9592921
       2.0000000	      12.1243557
       2.0000000	      13.8564065
       1.7500000	      16.0214700
       2.0000000	      18.1865335
       1.7500000	      20.3515970
       2.2500000	      22.0836478
       2.0000000	      24.2487113
       1.7500000	      26.4137748
       2.2500000	      28.1458256
       2.0000000	      30.3108891
       1.7500000	      32.4759526
       2.0000000	      34.6410162
       2.0000000	      36.3730670
       1.7500000	      38.5381305
       2.0000000	      40.7031940
       2.0000000	      42.4352448
       1.7500000	      44.6003083
       2.0000000	      46.7653718
       1.7500000	      48.9304353
       1.7500000	      50.6624861
       2.0000000	      52.8275496
       1.7500000	      54.9926131
       2.2500000	      56.7246639
       2.0000000	      58.8897275
       1.7500000	      61.0547910
       2.0000000	      63.2198545
       2.0000000	      64.9519053
       1.7500000	      67.1169688
       2.0000000	      69.2820323
       2.0000000	      71.0140831
       1.7500000	      73.1791466
       2.0000000	      75.3442101
       1.7500000	      77.5092736
       1.7500000	      79.2413244
       2.0000000	      81.4063880
       1.7500000	      83.5714515
       2.2500000	      85.3035023
       2.0000000	      87.4685658
       1.7500000	      89.6336293
       2.0000000	      91.7986928
       2.0000000	      93.5307436
       1.7500000	      95.6958071
       2.0000000	      97.8608706
       2.0000000	      99.5929214
       4.0000000	       1.7320508
       3.7500000	       3.8971143
       4.0000000	       6.0621778
       4.0000000	       7.7942286
       3.7500000	       9.9592921
       4.0000000	      12.1243557
       4.0000000	      13.8564065
       4.2500000	      16.0214700
       4.0000000	      18.1865335
       3.7500000	      20.3515970
       4.2500000	      22.0836478
       4.0000000	      24.2487113
       3.7500000	      26.4137748
       4.2500000	      28.1458256
       4.0000000	      30.3108891
       3.7500000	      32.4759526
       4.0000000	      34.6410162
       4.0000000	      36.3730670
       3.7500000	      38.5381305
       4.0000000	      40.7031940
       4.0000000	      42.4352448
       4.2500000	      44.6003083
       4.0000000	      46.7653718
       3.7500000	      48.9304353
       4.2500000	      50.6624861
       4.0000000	      52.8275496
       3.7500000	      54.9926131
       4.2500000	      56.7246639
       4.0000000	      58.8897275
       3.7500000	      61.0547910
       4.0000000	      63.2198545
       4.0000000	      64.9519053
       3.7500000	      67.1169688
       4.0000000	      69.2820323
       4.0000000	      71.0140831
       3.7500000	      73.1791466
       4.0000000	      75.3442101
       3.7500000	      77.5092736
       4.2500000	      79.2413244
       4.0000000	      81.4063880
       3.7500000	      83.5714515
       4.2500000	      85.3035023
       4.0000000	      87.4685658
       3.7500000	      89.6336293
       4.0000000	      91.7986928
       4.0000000	      93.5307436
       3.7500000	      95.6958071
       4.0000000	      97.8608706
       4.0000000	      99.5929214
       6.0000000	       1.7320508
       5.7500000	       3.8971143
       6.0000000	       6.0621778
       6.0000000	       7.7942286
       6.2500000	       9.9592921
       6.0000000	      12.1243557
       6.0000000	      13.8564065
       6.2500000	      16.0214700
       6.0000000	      18.1865335
       5.7500000	      20.3515970
       6.2500000	      22.0836478
       6.0000000	      24.2487113
       5.7500000	      26.4137748
       6.2500000	      28.1458256
       6.0000000	      30.3108891
       5.7500000	      32.4759526
       6.0000000	      34.6410162
       6.0000000	      36.3730670
       6.2500000	      38.5381305
       6.0000000	      40.7031940
